n_acceso,cambio,actividad,anillo,fecha,historial_actividades,estado_ciclo,observacion_caso_atipico,estado_validacion,detalle_inconsistencia,conteo_duplicados
71206,C705757,ILUMINACION DE ANILLO,MEADALBOCH24,2018-03-23,ILUMINACION DE ANILLO (C705757),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C722326,ILUMINACION DE ANILLO,MEADALBOCH28,2018-05-25,ILUMINACION DE ANILLO (C722326),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C733881,ILUMINACION DE ANILLO,MEADARBOCH03,2018-07-09,ILUMINACION DE ANILLO (C733881),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C740494,ILUMINACION DE ANILLO,MEADARBOCH04,2018-08-13,ILUMINACION DE ANILLO (C740494),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C755988,ILUMINACION DE ANILLO,MEADALBOCH31,2018-09-28,ILUMINACION DE ANILLO (C755988),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C701171,CAMBIO NEMONICO,MEADARBOCH06,2018-11-16,CAMBIO NEMONICO (C701171),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71206,C701226,CAMBIO NEMONICO,MEADARBOCH05,2018-11-16,CAMBIO NEMONICO (C701226),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71206,C703389,CAMBIO NEMONICO,MEADARBOCH08,2018-11-20,CAMBIO NEMONICO (C703389),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71206,C775890,ILUMINACION DE ANILLO,MEADALBOCH34,2018-12-07,ILUMINACION DE ANILLO (C775890),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C777385,ILUMINACION DE ANILLO,MEACALAVCH05,2018-12-10,ILUMINACION DE ANILLO (C777385),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C778189,ILUMINACION DE ANILLO,MEADALBOCH36,2018-12-12,ILUMINACION DE ANILLO (C778189),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C779283,ILUMINACION DE ANILLO,MEADALBOCH39,2018-12-14,ILUMINACION DE ANILLO (C779283),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C798635,ILUMINACION DE ANILLO,MEADALBOCH43,2019-02-25,ILUMINACION DE ANILLO (C798635),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C805481,ILUMINACION DE ANILLO,MEADALBOCH46,2019-03-21,ILUMINACION DE ANILLO (C805481),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C810330,ILUMINACION DE ANILLO,MEADALBOCH48,2019-04-10,ILUMINACION DE ANILLO (C810330),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C849292,ILUMINACION DE ANILLO,MEACALAVCH08,2019-08-28,ILUMINACION DE ANILLO (C849292),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C848206,ILUMINACION DE ANILLO,MEADARBOCH09,2019-10-08,ILUMINACION DE ANILLO (C848206),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-00123,INSTALACION,MEADALBOCH37,2020-07-06,ILUMINACION DE ANILLO (C778652) → INSTALACION (APR-00123),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71206,APR-00150,ILUMINACION DE ANILLO,MEADALBOCH53,2020-07-06,ILUMINACION DE ANILLO (APR-00150),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-00121,ILUMINACION DE ANILLO,MEADALBOCH45,2020-07-07,ILUMINACION DE ANILLO (C799158) → ILUMINACION DE ANILLO (APR-00121),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71206,APR-00124,ILUMINACION DE ANILLO,MEADALBOCH40,2020-08-24,ILUMINACION DE ANILLO (C785556) → ILUMINACION DE ANILLO (APR-00124),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces | historial_con_caracteres_extraños,2.0
71206,APR-00386,ILUMINACION DE ANILLO,MEADALBOCH54,2020-10-07,ILUMINACION DE ANILLO (APR-00386),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-00270,ILUMINACION DE ANILLO,MEADALBOCH50,2020-11-23,ILUMINACION DE ANILLO (APR-00270),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C878606,ILUMINACION DE ANILLO,MEADALBOCH51,2020-11-26,ILUMINACION DE ANILLO (C878606) → ILUMINACION DE ANILLO (C878606),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71206,APR-00501,ILUMINACION DE ANILLO,MEADALBOCH55,2021-01-05,ILUMINACION DE ANILLO (APR-00501),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-01778,ILUMINACION DE ANILLO,MEADALBOCH56,2021-05-12,ILUMINACION DE ANILLO (APR-01778),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-02485,INSTALACION,MEADALBOCH57,2021-06-12,INSTALACION (APR-02485),ACTIVO,OK,OK,,1.0
71206,APR-11927,ILUMINACION DE ANILLO,MEADALBOCH59,2022-10-27,ILUMINACION DE ANILLO (APR-11927),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-14574,ILUMINACION DE ANILLO,MEADALBOCH60,2023-05-27,ILUMINACION DE ANILLO (APR-14574),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-15748,INSTALACION,MEADALBOCH62,2023-11-23,INSTALACION (APR-15748),ACTIVO,OK,OK,,1.0
71206,OC-1845942,INSTALACION,MEACBLBOCH02,2023-12-04,INSTALACION (OC-1845942),ACTIVO,OK,OK,,1.0
71206,APR-16337,ILUMINACION DE ANILLO,MEADALBOCH63,2024-04-29,ILUMINACION DE ANILLO (APR-16337),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-17134,ILUMINACION DE ANILLO,MEACALAVCH09,2025-09-26,ILUMINACION DE ANILLO (APR-17134),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,APR-17246,ILUMINACION DE ANILLO,MEADALBOCH64,2026-06-25,ILUMINACION DE ANILLO (APR-17246),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71208,C535367,ILUMINACION DE ANILLO,MEACALVDSO01,2016-06-23,ILUMINACION DE ANILLO (C535367),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71208,C597045,ILUMINACION DE ANILLO,MEADALBOSO01,2017-03-07,ILUMINACION DE ANILLO (C597045),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71208,C611113,ILUMINACION DE ANILLO,MEADALBOSO02,2017-04-12,ILUMINACION DE ANILLO (C611113),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71208,C609922,ILUMINACION DE ANILLO,MEADALSOANT03,2017-04-20,ILUMINACION DE ANILLO (C591820) → ILUMINACION DE ANILLO (C609922),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71208,C621652,ILUMINACION DE ANILLO,MEADALBOSO05,2017-05-31,ILUMINACION DE ANILLO (C621652),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71208,C783943,ILUMINACION DE ANILLO,MEACALAVSO03,2018-12-28,ILUMINACION DE ANILLO (C783943),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71208,IM1737607,ACTUALIZACION,MEACBLBOSO06,2019-07-23,ILUMINACION DE ANILLO (438848) → ACTUALIZACION (IM1737607),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71208,APR-00385,ILUMINACION DE ANILLO,MEACALAVSO04,2020-10-07,ILUMINACION DE ANILLO (APR-00385),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71208,APR-00452,INSTALACION,MEACALAVSO05,2020-12-10,INSTALACION (APR-00452),ACTIVO,OK,OK,,1.0
71208,APR-04617,INSTALACION,MEADALBOSO14,2021-10-09,INSTALACION (APR-04617),ACTIVO,OK,OK,,1.0
71209,C490992,ILUMINACION DE ANILLO,MEACBLBOSO08,2016-01-20,ILUMINACION DE ANILLO (C490992),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71209,C601499,ILUMINACION DE ANILLO,MEADALBOSO03,2017-03-22,ILUMINACION DE ANILLO (C601499),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71209,C622149,ILUMINACION DE ANILLO,MEADALBOSO04,2017-06-01,ILUMINACION DE ANILLO (C620004) → ILUMINACION DE ANILLO (C622149),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71209,C670354,ILUMINACION DE ANILLO,MEADALBOSO06_L,2017-11-27,ILUMINACION DE ANILLO (C670354),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71209,C738352,ILUMINACION DE ANILLO,MEADARBOSO01,2018-07-30,ILUMINACION DE ANILLO (C738352),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71209,C856300,ILUMINACION DE ANILLO,71209,2019-09-24,ILUMINACION DE ANILLO (C856300),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71209,C854893,ILUMINACION DE ANILLO,MEADARBOSO02,2019-10-08,ILUMINACION DE ANILLO (C854893),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71209,APR-00404,ILUMINACION DE ANILLO,MEADALBOSO11,2020-10-23,ILUMINACION DE ANILLO (APR-00404),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C572174,ILUMINACION DE ANILLO,MEADALBOCH03,2016-12-06,ILUMINACION DE ANILLO (C572174),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C572209,ILUMINACION DE ANILLO,MEADALBOSB03,2016-12-06,ILUMINACION DE ANILLO (C572209),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C617931,ILUMINACION DE ANILLO,MEADALBOSB01,2017-05-23,ILUMINACION DE ANILLO (C617931),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C631495,ILUMINACION DE ANILLO,MEADALBOSB09,2017-07-06,ILUMINACION DE ANILLO (C631495),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C639422,ILUMINACION DE ANILLO,MEADALBOSB11,2017-08-08,ILUMINACION DE ANILLO (C639422),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C642976,ILUMINACION DE ANILLO,MEADALBOSB12,2017-08-23,ILUMINACION DE ANILLO (C642976),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C663499,ILUMINACION DE ANILLO,MEADALBOSB14,2017-11-01,ILUMINACION DE ANILLO (C663499),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C669899,ILUMINACION DE ANILLO,MEADALBOSB15,2017-11-23,ILUMINACION DE ANILLO (C669899),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C682546,ILUMINACION DE ANILLO,MEADALBOSB17,2018-01-10,ILUMINACION DE ANILLO (C682546),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C706673,ILUMINACION DE ANILLO,MEADALBOSB20,2018-03-27,ILUMINACION DE ANILLO (C706673),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C721723,ILUMINACION DE ANILLO,MEADALBOSB24,2018-06-26,ILUMINACION DE ANILLO (C721723),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C723970,ILUMINACION DE ANILLO,MEADARBOSB01,2018-07-11,ILUMINACION DE ANILLO (C723970),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71210,C754675,ILUMINACION DE ANILLO,MEACALAVSB07,2018-09-18,ILUMINACION DE ANILLO (C754675),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C721700,CAMBIO NEMONICO,MEADARBOSB06,2018-11-28,CAMBIO NEMONICO (C721700),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71210,C780727,ILUMINACION DE ANILLO,MEADALBOSB29,2018-12-26,ILUMINACION DE ANILLO (C780727),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C787925,ILUMINACION DE ANILLO,MEADALBOSB32,2019-02-05,ILUMINACION DE ANILLO (C787925),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C812093,ILUMINACION DE ANILLO,MEACALCMSB21,2019-04-11,ILUMINACION DE ANILLO (C812093),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C822889,ILUMINACION DE ANILLO,MEADALBOSB39,2019-06-05,ILUMINACION DE ANILLO (C822889),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C829013,ILUMINACION DE ANILLO,MEADALBOSB40,2019-06-13,ILUMINACION DE ANILLO (C829013),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C859275,ILUMINACION DE ANILLO,MEADARBOSB07,2019-10-05,ILUMINACION DE ANILLO (C859275),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,C861284,ILUMINACION DE ANILLO,MEADALBOSB44,2019-10-11,ILUMINACION DE ANILLO (C861284),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,OC-914945,INSTALACION,MEADALBOSB51,2020-03-16,INSTALACION (OC-914945),ACTIVO,OK,OK,,1.0
71210,APR-00123,ILUMINACION DE ANILLO,MEADALBOSB25,2020-07-07,ILUMINACION DE ANILLO (C767961) → ILUMINACION DE ANILLO (APR-00123),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71210,APR-00204,ILUMINACION DE ANILLO,MEADALBOSB53,2020-08-05,ILUMINACION DE ANILLO (APR-00204),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,APR-00134,ILUMINACION DE ANILLO,MEADALBOSB36,2020-09-23,ILUMINACION DE ANILLO (C820647) → ILUMINACION DE ANILLO (APR-00134),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71210,APR-00137,OTROS,MEADALBOSB41,2020-09-29,ILUMINACION DE ANILLO (C831963) → ILUMINACION DE ANILLO (APR-00133) → INSTALACION (APR-00137) → OTROS (APR-00133),ACTIVO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71210,APR-00288,ILUMINACION DE ANILLO,MEADALBOSB46,2020-11-24,ILUMINACION DE ANILLO (C868875) → ILUMINACION DE ANILLO (APR-00288),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71210,APR-00306,ILUMINACION DE ANILLO,MEADALBOSB47,2020-11-24,ILUMINACION DE ANILLO (C872279) → ILUMINACION DE ANILLO (APR-00306),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71210,C877509,ILUMINACION DE ANILLO,MEADALBOSB48,2020-11-26,ILUMINACION DE ANILLO (C877509) → ILUMINACION DE ANILLO (C877509),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71210,APR-00594,INSTALACION,MEADALBOSB55,2021-01-19,INSTALACION (APR-00594),ACTIVO,OK,OK,,1.0
71210,APR-03172,ILUMINACION DE ANILLO,MEADALBOSB59,2021-07-27,ILUMINACION DE ANILLO (APR-03172),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,APR-10895,ILUMINACION DE ANILLO,MEADALBOSB60,2022-09-06,ILUMINACION DE ANILLO (APR-10895),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,WO0000001733295,INSTALACION,MEADARBOSB04,2022-09-21,INSTALACION (WO0000001733295),ACTIVO,OK,OK,,1.0
71210,APR-13040,ILUMINACION DE ANILLO,MEACALAVSB10,2022-12-15,ILUMINACION DE ANILLO (APR-13040),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,APR-13502,ILUMINACION DE ANILLO,MEADALBOSB62,2023-01-10,ILUMINACION DE ANILLO (APR-13502),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,APR-14111,INSTALACION,MEADALBOSB63,2023-03-28,INSTALACION (APR-14111),ACTIVO,OK,OK,,1.0
71210,APR-14325,ILUMINACION DE ANILLO,MEADALBOSB65,2023-04-26,ILUMINACION DE ANILLO (APR-14325),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,APR-15099,ILUMINACION DE ANILLO,MEADALBOSB67,2023-08-14,ILUMINACION DE ANILLO (APR-15099),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,APR-15226,ILUMINACION DE ANILLO,MEADALBOSB68,2023-09-06,ILUMINACION DE ANILLO (APR-15226),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71210,APR-15589,ILUMINACION DE ANILLO,MEADALBOSB69,2023-10-24,ILUMINACION DE ANILLO (APR-15589),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,APR-16368,ILUMINACION DE ANILLO,MEADALBOSB73,2024-05-16,ILUMINACION DE ANILLO (APR-16368),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71210,APR-16395,INSTALACION,MEADALBOSB74,2024-05-16,INSTALACION (APR-16395),ACTIVO,IDSERVICIO_INFERIDO,INCONSISTENCIA,obs_atipica_IDSERVICIO_INFERIDO,1.0
71212,C548505,ILUMINACION DE ANILLO,MEADBOFVRI03,2016-08-30,ILUMINACION DE ANILLO (C548505),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C550549,ILUMINACION DE ANILLO,MEACBLBORI03,2016-10-08,ILUMINACION DE ANILLO (C550549),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C609876,ILUMINACION DE ANILLO,MEADALBORI01,2017-04-21,ILUMINACION DE ANILLO (C609876),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C617851,ILUMINACION DE ANILLO,MEADALBORI02,2017-05-18,ILUMINACION DE ANILLO (C617851),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C633440,ILUMINACION DE ANILLO,MEADALBORI05,2017-07-18,ILUMINACION DE ANILLO (C633440),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C639416,ILUMINACION DE ANILLO,MEADALBORI06,2017-08-09,ILUMINACION DE ANILLO (C639416),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C644091,ILUMINACION DE ANILLO,MEADALBORI07,2017-08-25,ILUMINACION DE ANILLO (C644091),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C664321,ILUMINACION DE ANILLO,MEADALBORI09,2017-11-15,ILUMINACION DE ANILLO (C664321),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C670174,ILUMINACION DE ANILLO,MEADALBORI10,2017-11-24,ILUMINACION DE ANILLO (C670174),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C677837,ILUMINACION DE ANILLO,MEADALBORI12,2018-01-12,ILUMINACION DE ANILLO (C677837),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C712743,ILUMINACION DE ANILLO,MEADALBORI14,2018-04-20,ILUMINACION DE ANILLO (C712743),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C714015,ILUMINACION DE ANILLO,MECACALBORI01,2018-04-27,ILUMINACION DE ANILLO (C714015),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C711304 Â ,ILUMINACION DE ANILLO,MEADALBORI16,2018-05-04,ILUMINACION DE ANILLO (C711304 Â ),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71212,C711325Â ,ILUMINACION DE ANILLO,MEADALBORI17,2018-05-04,ILUMINACION DE ANILLO (C711325Â ),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71212,C711357 Â ,ILUMINACION DE ANILLO,MEADALBORI18,2018-05-04,ILUMINACION DE ANILLO (C711357 Â ),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71212,C711368,ILUMINACION DE ANILLO,MEADALBORI20,2018-05-04,ILUMINACION DE ANILLO (C711368),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C711466,ILUMINACION DE ANILLO,MEADALBORI21,2018-05-04,ILUMINACION DE ANILLO (C711466),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C711482,ILUMINACION DE ANILLO,MEADALBORI22,2018-05-05,ILUMINACION DE ANILLO (C711482),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C711689Â ,ILUMINACION DE ANILLO,MEADALBORI23,2018-05-05,ILUMINACION DE ANILLO (C711689Â ),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71212,C720044,ILUMINACION DE ANILLO,MEADALBORI24,2018-05-17,ILUMINACION DE ANILLO (C720044),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,740572,ILUMINACION DE ANILLO,MEADARBORI02,2018-08-03,ILUMINACION DE ANILLO (740572),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C751819,ILUMINACION DE ANILLO,MEADARBORI03,2018-09-14,ILUMINACION DE ANILLO (C751819),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C755802,ILUMINACION DE ANILLO,MEADALBORI27,2018-09-26,ILUMINACION DE ANILLO (C755802),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C765718,ILUMINACION DE ANILLO,MEADALBORI31,2018-11-06,ILUMINACION DE ANILLO (C765718),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C764522,ILUMINACION DE ANILLO,MEADALBORI28,2018-11-09,ILUMINACION DE ANILLO (C764522),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C764683,ILUMINACION DE ANILLO,MEADALBORI29,2018-11-09,ILUMINACION DE ANILLO (C764683),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C764924,ILUMINACION DE ANILLO,MEADALBORI30,2018-11-09,ILUMINACION DE ANILLO (C764924),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C768821,ILUMINACION DE ANILLO,MEADALBORI33,2018-11-21,ILUMINACION DE ANILLO (C768821),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C770384,ILUMINACION DE ANILLO,MEACALAVRI03,2018-11-22,ILUMINACION DE ANILLO (C770384),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C711302,CAMBIO NEMONICO,MEADARBORI04,2018-11-28,CAMBIO NEMONICO (C711302),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71212,C711325,CAMBIO NEMONICO,MEADARBORI05,2018-11-28,CAMBIO NEMONICO (C711325),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C711357,CAMBIO NEMONICO,MEADARBORI06,2018-11-28,CAMBIO NEMONICO (C711357),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C774563,ILUMINACION DE ANILLO,MEADALBORI35,2018-12-05,ILUMINACION DE ANILLO (C774563),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C784165,ILUMINACION DE ANILLO,MEADALBORI36,2018-12-28,ILUMINACION DE ANILLO (C778208) → ILUMINACION DE ANILLO (C784165),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71212,C784208,ILUMINACION DE ANILLO,MEADALBORI37,2018-12-28,ILUMINACION DE ANILLO (C784208),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C786032,ILUMINACION DE ANILLO,MEADALBORI40,2019-01-08,ILUMINACION DE ANILLO (C786032),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C789306,INSTALACION,MEACALAVRI04,2019-01-18,INSTALACION (C789306) → INSTALACION (APR-00117),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71212,C788799,ILUMINACION DE ANILLO,MEADALBORI43,2019-02-05,ILUMINACION DE ANILLO (C788799),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C789064,ILUMINACION DE ANILLO,MEADALBORI44,2019-02-05,ILUMINACION DE ANILLO (C789064),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C796441,ILUMINACION DE ANILLO,MEADALBORI47,2019-02-15,ILUMINACION DE ANILLO (C796441),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C791714,ILUMINACION DE ANILLO,MEADALBORI48,2019-03-13,ILUMINACION DE ANILLO (C791714),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C801355,ILUMINACION DE ANILLO,MEADALBORI50,2019-03-13,ILUMINACION DE ANILLO (C801355),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C807650,ILUMINACION DE ANILLO,MEADALBORI51,2019-03-28,ILUMINACION DE ANILLO (C807650),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C813114,ILUMINACION DE ANILLO,MEADALBORI52,2019-04-15,ILUMINACION DE ANILLO (C813114),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C821176,ILUMINACION DE ANILLO,MEADALBORI54,2019-05-15,ILUMINACION DE ANILLO (C821176),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C814446,ILUMINACION DE ANILLO,MEADALBORI53,2019-05-22,ILUMINACION DE ANILLO (C814446),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,IM1686153,ACTUALIZACION,MEADALBORI26,2019-06-27,ACTUALIZACION (IM1686153),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C833039,ILUMINACION DE ANILLO,MEADALBORI55,2019-06-28,ILUMINACION DE ANILLO (C833039),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,C857379,ILUMINACION DE ANILLO,MEADARBORI08,2019-10-01,ILUMINACION DE ANILLO (C857379),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71212,APR-00148,ILUMINACION DE ANILLO,MEADALBORI32,2020-07-03,ILUMINACION DE ANILLO (APR-00148),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71212,APR-00116,ILUMINACION DE ANILLO,MEADALBORI34,2020-07-04,ILUMINACION DE ANILLO (C770532) → ILUMINACION DE ANILLO (APR-00116),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
